timestamp,LU1,LU2,LU3,LU4,LU5,LU6,LU7,GX1-X,GX1-Y,GX2-X,GX2-Y,GX3-X,GX3-Y
03/09/2022 03:00,1062.9208,1063.1396,943.8003,984.0692,1039.8922,1020.9406,849.1797,0.89,-0.2443,2.8328,-0.1279,0.89,-0.2443
03/09/2022 03:10,1062.8929,1063.1089,943.2379,984.0145,1039.8152,1020.7635,849.0687,0.8895,-0.2443,2.8328,-0.1279,0.8895,-0.2443
03/09/2022 03:20,1062.8519,1063.1082,943.9612,984.0662,1039.7922,1020.7756,849.0314,0.8889,-0.2443,2.8323,-0.1279,0.8889,-0.2443
03/09/2022 03:31,1062.908,1063.1588,943.7428,984.0101,1039.7325,1020.5946,849.0076,0.8893,-0.2443,2.8333,-0.1279,0.8893,-0.2443
03/09/2022 03:41,1062.8904,1063.4825,944.0747,984.1414,1039.8092,1020.5875,849.0193,0.8886,-0.2443,2.8326,-0.1279,0.8886,-0.2443
03/09/2022 03:51,1062.877,1063.4119,943.3552,984.0444,1039.7371,1020.5546,848.9783,0.8889,-0.2443,2.8326,-0.1279,0.8889,-0.2443
03/09/2022 04:01,1062.8948,1063.4763,943.8585,984.1102,1039.8086,1020.6532,848.9911,0.8886,-0.2443,2.8317,-0.1279,0.8886,-0.2443
03/09/2022 04:12,1062.8451,1063.4576,943.5459,984.1125,1039.7694,1020.4922,848.95,0.8889,-0.2443,2.8319,-0.1279,0.8889,-0.2443
03/09/2022 04:22,1062.8311,1063.4451,943.539,984.124,1039.7795,1020.4737,848.9662,0.89,-0.2443,2.8321,-0.1279,0.89,-0.2443
03/09/2022 04:32,1062.7538,1063.3834,943.4123,984.0536,1039.799,1020.5001,848.9222,0.8898,-0.2443,2.8323,-0.1279,0.8898,-0.2443
03/09/2022 04:53,1062.7061,1063.4297,944.1136,984.0704,1039.8143,1020.7275,848.8619,0.8893,-0.2443,2.8323,-0.1279,0.8893,-0.2443
03/09/2022 05:03,1062.682,1063.4376,943.4777,984.144,1039.847,1020.6277,848.9122,0.8893,-0.2443,2.8319,-0.1279,0.8893,-0.2443
03/09/2022 05:13,1062.7036,1063.3865,943.3101,984.0975,1039.7915,1020.4874,848.8481,0.8893,-0.2443,2.8319,-0.1279,0.8893,-0.2443
03/09/2022 05:34,1062.524,1063.2399,943.477,983.973,1039.6692,1020.3387,848.635,0.8893,-0.2443,2.8321,-0.1279,0.8893,-0.2443
03/09/2022 05:44,1062.5757,1063.2732,944.0272,984.0598,1039.7053,1020.4075,848.663,0.8891,-0.2443,2.8314,-0.1279,0.8891,-0.2443
03/09/2022 05:54,1062.6128,1063.2489,944.1428,984.0093,1039.6746,1020.3578,848.6533,0.8891,-0.2443,2.8319,-0.1279,0.8891,-0.2443
03/09/2022 06:15,1062.6914,1063.1938,943.772,983.9174,1039.6349,1020.3932,848.6245,0.8898,-0.2443,2.8317,-0.1279,0.8898,-0.2443
03/09/2022 06:25,1062.7324,1063.0649,943.223,983.7862,1039.4908,1020.2099,848.4084,0.8898,-0.2443,2.8317,-0.1279,0.8898,-0.2443
